Label	Probeset	NCBIGeneID	GeneSymbol	Chromosome	MapLocation
EXOSC1	51013	51013	EXOSC1	10	10q24
ZDHHC16	84287	84287	ZDHHC16	10	10q24.1
MMS19	64210	64210	MMS19	10	10q24-q25
PI4K2A	55361	55361	PI4K2A	10	10q24
AVPI1	60370	60370	AVPI1	10	10q24.2
MARVELD1	83742	83742	MARVELD1	10	10q24.2
ZFYVE27	118813	118813	ZFYVE27	10	10q24.2
SFRP5	6425	6425	SFRP5	10	10q24.1
R3HCC1L	27291	27291	R3HCC1L	10	10q24.2
LOXL4	84171.chr10.1	84171	LOXL4	10	10q24
HPS1	3257	3257	HPS1	10	10q23.1-q23.3
GOT1	2805	2805	GOT1	10	10q24.1-q25.1
NKX2-3	159296	159296	NKX2-3	10	10q24.2
SLC25A28	81894	81894	SLC25A28	10	10q24.2
ENTPD7	57089	57089	ENTPD7	10	10q23-q24
COX15	1355	1355	COX15	10	10q24
CUTC	51076	51076	CUTC	10	10q24.2
ABCC2	1244	1244	ABCC2	10	10q24
DNMBP	23268	23268	DNMBP	10	10q24.2
ERLIN1	10613	10613	ERLIN1	10	10q24.31
CHUK	1147	1147	CHUK	10	10q24-q25
CWF19L1	55280	55280	CWF19L1	10	10q24.31
BLOC1S2	282991	282991	BLOC1S2	10	10q24.31
SCD	6319	6319	SCD	10	10q24.31
OLMALINC	90271	90271	OLMALINC	10	10q24.31
SEC31B	25956	25956	SEC31B	10	10q24.31
NDUFB8	4714	4714	NDUFB8	10	10q24.31
HIF1AN	55662	55662	HIF1AN	10	10q24
SLF2	55719	55719	SLF2	10	10q24.31
SEMA4G	57715	57715	SEMA4G	10	10q24.31
MRPL43	84545	84545	MRPL43	10	10q24.31
C10orf2	56652	56652	C10orf2	10	10q24
LZTS2	84445	84445	LZTS2	10	10q24
PDZD7	79955	79955	PDZD7	10	10q24.31
SFXN3	81855	81855	SFXN3	10	10q24.31
KAZALD1	81621	81621	KAZALD1	10	10q24.31
BTRC	8945	8945	BTRC	10	10q24.32
DPCD	25911	25911	DPCD	10	10q24.32
POLL	27343	27343	POLL	10	10q23
FBXW4	6468	6468	FBXW4	10	10q24
NPM3	10360	10360	NPM3	10	10q24.31
MGEA5	10724	10724	MGEA5	10	10q24.1-q24.3
C10orf76	79591	79591	C10orf76	10	10q24.32
HPS6	79803	79803	HPS6	10	10q24.32
LDB1	8861	8861	LDB1	10	10q24-q25
PPRC1	23082	23082	PPRC1	10	10q24.32
NOLC1	9221	9221	NOLC1	10	10q24.32
GBF1	8729	8729	GBF1	10	10q24
NFKB2	4791	4791	NFKB2	10	10q24
FBXL15	79176	79176	FBXL15	10	10q24.32
CUEDC2	79004	79004	CUEDC2	10	10q24.32
MFSD13A	79847	79847	MFSD13A	10	10q24.32
ACTR1A	10121	10121	ACTR1A	10	10q24.32
SUFU	51684	51684	SUFU	10	10q24.32
TRIM8	81603	81603	TRIM8	10	10q24.3
ARL3	403	403	ARL3	10	10q23.3
SFXN2	118980	118980	SFXN2	10	10q24.32
WBP1L	54838	54838	WBP1L	10	10q24.32
BORCS7	119032	119032	BORCS7	10	10q24.32
CNNM2	54805	54805	CNNM2	10	10q24.32
NT5C2	22978	22978	NT5C2	10	10q24.32
PCGF6	84108	84108	PCGF6	10	10q24.33
TAF5	6877	6877	TAF5	10	10q24-q25.2
USMG5	84833	84833	USMG5	10	10q24.33
PDCD11	22984	22984	PDCD11	10	10q24.33
CALHM2	51063	51063	CALHM2	10	10q24.33
NEURL1	9148	9148	NEURL1	10	10q25.1
SH3PXD2A	9644	9644	SH3PXD2A	10	10q24.33
OBFC1	79991	79991	OBFC1	10	10q24.33
SLK	9748	9748	SLK	10	10q24.33
COL17A1	1308	1308	COL17A1	10	10q24.3
SFR1	119392	119392	SFR1	10	10q25.1
GSTO1	9446	9446	GSTO1	10	10q25.1
GSTO2	119391	119391	GSTO2	10	10q25.1
ITPRIP	85450	85450	ITPRIP	10	10q25.1
XPNPEP1	7511	7511	XPNPEP1	10	10q25.3
ADD3	120	120	ADD3	10	10q25.2
MXI1	4601	4601	MXI1	10	10q24-q25
SMNDC1	10285	10285	SMNDC1	10	10q23
DUSP5	1847	1847	DUSP5	10	10q25
SMC3	9126	9126	SMC3	10	10q25
PDCD4	27250	27250	PDCD4	10	10q24
BBIP1	92482	92482	BBIP1	10	10q25.2
SHOC2	8036	8036	SHOC2	10	10q25
RPL13AP6	644511	644511	RPL13AP6	10	10q25.2
ADRA2A	150	150	ADRA2A	10	10q25.2
ACSL5	51703	51703	ACSL5	10	10q25.2
ZDHHC6	64429	64429	ZDHHC6	10	10q25.2
VTI1A	143187	143187	VTI1A	10	10q25.2
TCF7L2	6934	6934	TCF7L2	10	10q25.3
CASP7	840	840	CASP7	10	10q25
PLEKHS1	79949	79949	PLEKHS1	10	10q25.3
DCLRE1A	9937	9937	DCLRE1A	10	10q25.1
NHLRC2	374354	374354	NHLRC2	10	10q25.3
CCDC186	55088	55088	CCDC186	10	10q25.3
AFAP1L2	84632	84632	AFAP1L2	10	10q25.3
ABLIM1	3983	3983	ABLIM1	10	10q25
FAM160B1	57700	57700	FAM160B1	10	10q25.3
TRUB1	142940	142940	TRUB1	10	10q25.3
PNLIPRP2	5408	5408	PNLIPRP2	10	10q25.3
SHTN1	57698	57698	SHTN1	10	10q25.3
SLC18A2	6571	6571	SLC18A2	10	10q25
PDZD8	118987	118987	PDZD8	10	10q26.12
RAB11FIP2	22841	22841	RAB11FIP2	10	10q26.11
FAM204A	63877	63877	FAM204A	10	10q26.11
CACUL1	143384	143384	CACUL1	10	10q26.11
EIF3A	8661	8661	EIF3A	10	10q26
FAM45A	404636	404636	FAM45A	10	10q25
SFXN4	119559	119559	SFXN4	10	10q26.11
PRDX3	10935	10935	PRDX3	10	10q25-q26
GRK5	2869	2869	GRK5	10	10q26.11
RGS10	6001	6001	RGS10	10	10q25
TIAL1	7073	7073	TIAL1	10	10q
BAG3	9531	9531	BAG3	10	10q25.2-q26.2
INPP5F	22876	22876	INPP5F	10	10q26.11
MCMBP	79892	79892	MCMBP	10	10q26.11
SEC23IP	11196	11196	SEC23IP	10	10q25-q26
WDR11	55717	55717	WDR11	10	10q26
FGFR2	2263	2263	FGFR2	10	10q26
NSMCE4A	54780	54780	NSMCE4A	10	10q26.13
TACC2	10579	10579	TACC2	10	10q26
PLEKHA1	59338	59338	PLEKHA1	10	10q26.13
HTRA1	5654	5654	HTRA1	10	10q26.3
DMBT1	1755	1755	DMBT1	10	10q26.13
C10orf88	80007	80007	C10orf88	10	10q26.13
ACADSB	36	36	ACADSB	10	10q26.13
BUB3	9184	9184	BUB3	10	10q26
CHST15	51363	51363	CHST15	10	10q26
OAT	4942	4942	OAT	10	10q26
LHPP	64077	64077	LHPP	10	10q26.13
FAM53B	9679	9679	FAM53B	10	10q26.13
METTL10	399818	399818	METTL10	10	10q26.13
FAM175B	23172	23172	FAM175B	10	10q26.13
ZRANB1	54764	54764	ZRANB1	10	10q26.13
CTBP2	1488	1488	CTBP2	10	10q26.13
EDRF1	26098	26098	EDRF1	10	10q26.13
UROS	7390	7390	UROS	10	10q25.2-q26.3
BCCIP	56647	56647	BCCIP	10	10q26.1
DHX32	55760	55760	DHX32	10	10q26.2
DOCK1	1793	1793	DOCK1	10	10q26.13-q26.3
CLRN3	119467	119467	CLRN3	10	10q26.2
PTPRE	5791	5791	PTPRE	10	10q26
MKI67	4288	4288	MKI67	10	10q26.2
MGMT	4255	4255	MGMT	10	10q26
GLRX3	10539	10539	GLRX3	10	10q26
PPP2R2D	55844	55844	PPP2R2D	10	10q26.3
BNIP3	664	664	BNIP3	10	10q26.3
PWWP2B	170394	170394	PWWP2B	10	10q26.3
INPP5A	3632	3632	INPP5A	10	10q26.3
ADAM8	101	101	ADAM8	10	10q26.3
TUBGCP2	10844	10844	TUBGCP2	10	10q26.3
ZNF511	118472	118472	ZNF511	10	10q26.3
PRAP1	118471	118471	PRAP1	10	10q26.3
FUOM	282969	282969	FUOM	10	10q26.3
ECHS1	1892	1892	ECHS1	10	10q26.2-q26.3
PAOX	196743	196743	PAOX	10	10q26.3
MTG1	92170	92170	MTG1	10	10q26.3
SPRN	503542	503542	SPRN	10	10q26.3
BET1L	51272	51272	BET1L	11	11p15.5
RIC8A	60626	60626	RIC8A	11	11p15.5
SIRT3	23410	23410	SIRT3	11	11p15.5
PSMD13	5719	5719	PSMD13	11	11p15.5
NLRP6	171389	171389	NLRP6	11	11p15
ATHL1	80162	80162	ATHL1	11	11p15.5
IFITM2	10581	10581	IFITM2	11	11p15.5
IFITM1	8519	8519	IFITM1	11	11p15.5
IFITM3	10410	10410	IFITM3	11	11p15.5
PKP3	11187	11187	PKP3	11	11p15
SIGIRR	59307	59307	SIGIRR	11	11p15.5
ANO9	338440	338440	ANO9	11	11p15.5
PTDSS2	81490	81490	PTDSS2	11	11p15.5
RNH1	6050	6050	RNH1	11	11p15.5
HRAS	3265	3265	HRAS	11	11p15.5
LRRC56	115399	115399	LRRC56	11	11p15.5
LMNTD2	256329	256329	LMNTD2	11	11p15.5
RASSF7	8045	8045	RASSF7	11	11p15.5
MIR210HG	100506211	100506211	MIR210HG	11	11p15.5
PHRF1	57661	57661	PHRF1	11	11p15.5
IRF7	3665	3665	IRF7	11	11p15.5
CDHR5	53841	53841	CDHR5	11	11p15.5
SCT	6343	6343	SCT	11	11p15.5
DEAF1	10522	10522	DEAF1	11	11p15.5
TMEM80	283232	283232	TMEM80	11	11p15.5
EPS8L2	64787	64787	EPS8L2	11	11p15.5
TALDO1	6888	6888	TALDO1	11	11p15.5-p15.4
PDDC1	347862	347862	PDDC1	11	11p15.5
SLC25A22	79751	79751	SLC25A22	11	11p15.5
PIDD1	55367	55367	PIDD1	11	11p15.5
RPLP2	6181	6181	RPLP2	11	11p15.5
PNPLA2	57104	57104	PNPLA2	11	11p15.5
CRACR2B	283229	283229	CRACR2B	11	11p15.5
CD151	977	977	CD151	11	11p15.5
POLR2L	5441	5441	POLR2L	11	11p15
TSPAN4	7106	7106	TSPAN4	11	11p15.5
CHID1	66005	66005	CHID1	11	11p15.5
AP2A2	161	161	AP2A2	11	11p15.5
MUC2	4583	4583	MUC2	11	11p15.5
TOLLIP	54472	54472	TOLLIP	11	11p15.5
IFITM10	402778	402778	IFITM10	11	11p15.5
DUSP8	1850	1850	DUSP8	11	11p15.5
CTSD	1509	1509	CTSD	11	11p15.5
LSP1	4046	4046	LSP1	11	11p15.5
MRPL23	6150	6150	MRPL23	11	11p15.5
ASCL2	430	430	ASCL2	11	11p15.5
CD81	975	975	CD81	11	11p15.5
TSSC4	10078	10078	TSSC4	11	11p15.5
KCNQ1	3784	3784	KCNQ1	11	11p15.5
CDKN1C	1028	1028	CDKN1C	11	11p15.5
SLC22A18AS	5003	5003	SLC22A18AS	11	11p15.5
SLC22A18	5002	5002	SLC22A18	11	11p15.5
PHLDA2	7262	7262	PHLDA2	11	11p15.4
NAP1L4	4676	4676	NAP1L4	11	11p15.5
CARS	833	833	CARS	11	11p15.5
OSBPL5	114879	114879	OSBPL5	11	11p15.4
ZNF195	7748	7748	ZNF195	11	11p15.5
NUP98	4928	4928	NUP98	11	11p15.5
PGAP2	27315	27315	PGAP2	11	11p15.5
RHOG	391	391	RHOG	11	11p15.5-p15.4
STIM1	6786	6786	STIM1	11	11p15.5
RRM1	6240	6240	RRM1	11	11p15.5
TRIM21	6737	6737	TRIM21	11	11p15.5
TRIM68	55128	55128	TRIM68	11	11p15.4
HBB	3043	3043	HBB	11	11p15.5
TRIM34	53840	53840	TRIM34	11	11p15
TRIM5	85363	85363	TRIM5	11	11p15
TRIM22	10346	10346	TRIM22	11	11p15
FAM160A2	84067	84067	FAM160A2	11	11p15.4
PRKCDBP	112464	112464	PRKCDBP	11	11p15.4
SMPD1	6609	6609	SMPD1	11	11p15.4-p15.1
APBB1	322	322	APBB1	11	11p15
TRIM3	10612	10612	TRIM3	11	11p15.5
ARFIP2	23647	23647	ARFIP2	11	11p15
TIMM10B	26515	26515	TIMM10B	11	11p15.4
RRP8	23378	23378	RRP8	11	11p15.4
ILK	3611	3611	ILK	11	11p15.4
TAF10	6881	6881	TAF10	11	11p15.3
TPP1	1200	1200	TPP1	11	11p15
MRPL17	63875	63875	MRPL17	11	11p15.5-p15.4
OLFML1	283298	283298	OLFML1	11	11p15.4
PPFIBP2	8495	8495	PPFIBP2	11	11p15.4
CYB5R2	51700	51700	CYB5R2	11	11p15.4
EIF3F	8665	8665	EIF3F	11	11p15.4
TRIM66	9866	9866	TRIM66	11	11p15.4
RPL27A	6157	6157	RPL27A	11	11p15
ST5	6764	6764	ST5	11	11p15
AKIP1	56672	56672	AKIP1	11	11p15.3
TMEM9B	56674	56674	TMEM9B	11	11p15.3
SCUBE2	57758	57758	SCUBE2	11	11p15.3
KRT8P41	283102	283102	KRT8P41	11	11p15.4
DENND5A	23258	23258	DENND5A	11	11p15.4
TMEM41B	440026	440026	TMEM41B	11	11p15.4
IPO7	10527	10527	IPO7	11	11p15.4
LOC644656	644656	644656	LOC644656	11	11p15.4
ZNF143	7702	7702	ZNF143	11	11p15.4
WEE1	7465	7465	WEE1	11	11p15.4
SWAP70	23075	23075	SWAP70	11	11p15
ADM	133	133	ADM	11	11p15.4
AMPD3	272	272	AMPD3	11	11p15
MTRNR2L8	100463486	100463486	MTRNR2L8	11	11p15.3
RNF141	50862	50862	RNF141	11	11p15.4|11p15
LYVE1	10894	10894	LYVE1	11	11p15
MRVI1	10335	10335	MRVI1	11	11p15
CTR9	9646	9646	CTR9	11	11p15.3
EIF4G2	1982	1982	EIF4G2	11	11p15
ZBED5	58486	58486	ZBED5	11	11p15.3
GALNT18	374378	374378	GALNT18	11	11p15.3
CSNK2A3	283106	283106	CSNK2A3	11	11p15.3
USP47	55031	55031	USP47	11	11p15.3
DKK3	27122	27122	DKK3	11	11p15.2
MICAL2	9645	9645	MICAL2	11	11p15.3
PARVA	55742	55742	PARVA	11	11p15.3
TEAD1	7003	7003	TEAD1	11	11p15.2
ARNTL	406	406	ARNTL	11	11p15
BTBD10	84280	84280	BTBD10	11	11p15.2
FAR1	84188	84188	FAR1	11	11p15.2
SPON1	10418	10418	SPON1	11	11p15.2
RRAS2	22800	22800	RRAS2	11	11p15.2
COPB1	1315	1315	COPB1	11	11p15.2
PSMA1	5682	5682	PSMA1	11	11p15.1
CYP2R1	120227	120227	CYP2R1	11	11p15.2
SOX6	55553	55553	SOX6	11	11p15.3
C11orf58	10944	10944	C11orf58	11	11p15.1
PLEKHA7	144100	144100	PLEKHA7	11	11p15.1
OR7E14P	10819	10819	OR7E14P	11	11p15.1
RPS13	6207	6207	RPS13	11	11p15
SNORD14A	26822	26822	SNORD14A	11	11p15
PIK3C2A	5286	5286	PIK3C2A	11	11p15.5-p14
NUCB2	4925	4925	NUCB2	11	11p15.1
USH1C	10083	10083	USH1C	11	11p14.3
SERGEF	26297	26297	SERGEF	11	11p14.3
SAAL1	113174	113174	SAAL1	11	11p15.1
HPS5	11234	11234	HPS5	11	11p14
GTF2H1	2965	2965	GTF2H1	11	11p15.1-p14
LDHA	3939	3939	LDHA	11	11p15.4
TSG101	7251	7251	TSG101	11	11p15
UEVLD	55293	55293	UEVLD	11	11p15.1
SPTY2D1	144108	144108	SPTY2D1	11	11p15.1
TMEM86A	144110	144110	TMEM86A	11	11p15.1
ZDHHC13	54503	54503	ZDHHC13	11	11p15.1
HTATIP2	10553	10553	HTATIP2	11	11p15.1
PRMT3	10196	10196	PRMT3	11	11p15.1
FANCF	2188	2188	FANCF	11	11p15
SVIP	258010	258010	SVIP	11	11p14.2
SLC5A12	159963	159963	SLC5A12	11	11p14.2
CCDC34	91057	91057	CCDC34	11	11p14.1
LGR4	55366	55366	LGR4	11	11p14-p13
LIN7C	55327	55327	LIN7C	11	11p14
METTL15	196074	196074	METTL15	11	11p14.1
ARL14EP	120534	120534	ARL14EP	11	11p14.1
DNAJC24	120526	120526	DNAJC24	11	11p13
IMMP1L	196294	196294	IMMP1L	11	11p13
ELP4	26610	26610	ELP4	11	11p13
RCN1	5954	5954	RCN1	11	11p13
EIF3M	10480	10480	EIF3M	11	11p13
PRRG4	79056	79056	PRRG4	11	11p13
QSER1	79832	79832	QSER1	11	11p13
DEPDC7	91614	91614	DEPDC7	11	11p13
TCP11L1	55346	55346	TCP11L1	11	11p13
LINC00294	283267	283267	LINC00294	11	11p13
CSTF3	1479	1479	CSTF3	11	11p13
CD59	966	966	CD59	11	11p13
FBXO3	26273	26273	FBXO3	11	11p13
LMO2	4005	4005	LMO2	11	11p13
CAPRIN1	4076	4076	CAPRIN1	11	11p13
NAT10	55226	55226	NAT10	11	11p13
ABTB2	25841	25841	ABTB2	11	11p13
CAT	847	847	CAT	11	11p13
EHF	26298	26298	EHF	11	11p12
APIP	51074	51074	APIP	11	11p13
PDHX	8050	8050	PDHX	11	11p13
CD44	960	960	CD44	11	11p13
PAMR1	25891	25891	PAMR1	11	11p13
TRIM44	54765	54765	TRIM44	11	11p13
COMMD9	29099	29099	COMMD9	11	11p13
PRR5L	79899	79899	PRR5L	11	11p13-p12
TRAF6	7189	7189	TRAF6	11	11p12
C11orf74	119710	119710	C11orf74	11	11p12
API5	8539	8539	API5	11	11p11.2
TTC17	55761	55761	TTC17	11	11p11.2
HSD17B12	51144	51144	HSD17B12	11	11p11.2
ALKBH3	221120	221120	ALKBH3	11	11p11.2
C11orf96	387763	387763	C11orf96	11	11p11.2
ACCS	84680	84680	ACCS	11	11p11
EXT2	2132	2132	EXT2	11	11p12-p11
CD82	3732	3732	CD82	11	11p11.2
TSPAN18	90139	90139	TSPAN18	11	11p11.2
TP53I11	9537	9537	TP53I11	11	11p11.2
SYT13	57586	57586	SYT13	11	11p11.2
SLC35C1	55343	55343	SLC35C1	11	11p11.2
CRY2	1408	1408	CRY2	11	11p11.2
PEX16	9409	9409	PEX16	11	11p11.2
PHF21A	51317	51317	PHF21A	11	11p11.2
CREB3L1	90993	90993	CREB3L1	11	11p11.2
DGKZ	8525	8525	DGKZ	11	11p11.2
MDK	4192	4192	MDK	11	11p11.2
AMBRA1	55626	55626	AMBRA1	11	11p11.2
HARBI1	283254	283254	HARBI1	11	11p11.2
ATG13	9776	9776	ATG13	11	11p11.2
ARHGAP1	392	392	ARHGAP1	11	11p11.2
ZNF408	79797	79797	ZNF408	11	11p11.2
CKAP5	9793	9793	CKAP5	11	11p11.2
LRP4	4038	4038	LRP4	11	11p11.2
C11orf49	79096	79096	C11orf49	11	11p11.2
ARFGAP2	84364	84364	ARFGAP2	11	11p11.2-p11.12
DDB2	1643	1643	DDB2	11	11p11.2
ACP2	53	53	ACP2	11	11p11.2|11p12-p11
NR1H3	10062	10062	NR1H3	11	11p11.2
MADD	8567	8567	MADD	11	11p11.2
SPI1	6688	6688	SPI1	11	11p11.2
SLC39A13	91252	91252	SLC39A13	11	11p11.2
PSMC3	5702	5702	PSMC3	11	11p11.2
CELF1	10658	10658	CELF1	11	11p11
PTPMT1	114971	114971	PTPMT1	11	11p11.2
NDUFS3	4722	4722	NDUFS3	11	11p11.11
MTCH2	23788	23788	MTCH2	11	11p11.2
FNBP4	23360	23360	FNBP4	11	11p11.2
NUP160	23279	23279	NUP160	11	11p11.2
PTPRJ	5795	5795	PTPRJ	11	11p11.2
APLNR	187	187	APLNR	11	11q12
TNKS1BP1	85456	85456	TNKS1BP1	11	11q12.1
SSRP1	6749	6749	SSRP1	11	11q12
SLC43A3	29015	29015	SLC43A3	11	11q11
SLC43A1	8501	8501	SLC43A1	11	11q12.1
TIMM10	26519	26519	TIMM10	11	11q12.1
UBE2L6	9246	9246	UBE2L6	11	11q12
SERPING1	710	710	SERPING1	11	11q12.1
CLP1	10978	10978	CLP1	11	11q12
ZDHHC5	25921	25921	ZDHHC5	11	11q12.1
MED19	219541	219541	MED19	11	11q12.1
TMX2	51075	51075	TMX2	11	11cen-q22.3
C11orf31	280636	280636	C11orf31	11	11q12.1
CTNND1	1500	1500	CTNND1	11	11q11
LPXN	9404	9404	LPXN	11	11q12.1
ZFP91	80829	80829	ZFP91	11	11q12
FAM111B	374393	374393	FAM111B	11	11q12.1
FAM111A	63901	63901	FAM111A	11	11q12.1
DTX4	23220	23220	DTX4	11	11q12.1
MPEG1	219972	219972	MPEG1	11	11q12.1
OSBP	5007	5007	OSBP	11	11q12-q13
PATL1	219988	219988	PATL1	11	11q12.1
STX3	6809	6809	STX3	11	11q12.1
MRPL16	54948	54948	MRPL16	11	11q12.1
MS4A2	2206	2206	MS4A2	11	11q12-q13
MS4A6A	64231	64231	MS4A6A	11	11q12.1
MS4A4A	51338	51338	MS4A4A	11	11q12
MS4A7	58475	58475	MS4A7	11	11q12
MS4A1	931	931	MS4A1	11	11q12
MS4A8	83661	83661	MS4A8	11	11q12.2
MS4A10	341116	341116	MS4A10	11	11q12.2
CCDC86	79080	79080	CCDC86	11	11q12.2
PTGDR2	11251	11251	PTGDR2	11	11q12.2
PRPF19	27339	27339	PRPF19	11	11q12.2
TMEM109	79073	79073	TMEM109	11	11q12.2
SLC15A3	51296	51296	SLC15A3	11	11q12.2
CD6	923	923	CD6	11	11q13
CD5	921	921	CD5	11	11q13
VPS37C	55048	55048	VPS37C	11	11q12.2
DDB1	1642	1642	DDB1	11	11q12.2
TKFC	26007	26007	TKFC	11	11q12.2
CYB561A3	220002	220002	CYB561A3	11	11q12.2
TMEM138	51524	51524	TMEM138	11	11q12.2
TMEM216	51259	51259	TMEM216	11	11q13.1
CPSF7	79869	79869	CPSF7	11	11q12.2
SDHAF2	54949	54949	SDHAF2	11	11q12.2
SYT7	9066	9066	SYT7	11	11q12.2
RPLP0P2	113157	113157	RPLP0P2	11	11cen-q12
MYRF	745	745	MYRF	11	11q12-q13.1
TMEM258	746	746	TMEM258	11	11q12.2
FEN1	2237	2237	FEN1	11	11q12
FADS1	3992	3992	FADS1	11	11q12.2-q13.1
FADS2	9415	9415	FADS2	11	11q12.2
FADS3	3995	3995	FADS3	11	11q12-q13.1
RAB3IL1	5866	5866	RAB3IL1	11	11q12.2
FTH1	2495	2495	FTH1	11	11q13
INCENP	3619	3619	INCENP	11	11q12.3
ASRGL1	80150	80150	ASRGL1	11	11q12.3
AHNAK	79026	79026	AHNAK	11	11q12.2
EEF1G	1937	1937	EEF1G	11	11q12.3
TUT1	64852	64852	TUT1	11	11q12.2
MTA2	9219	9219	MTA2	11	11q12-q13.1
EML3	256364	256364	EML3	11	11q12.3
B3GAT3	26229	26229	B3GAT3	11	11q12.3
GANAB	23193	23193	GANAB	11	11q12.3
INTS5	80789	80789	INTS5	11	11q12.3
SNORA57	692158	692158	SNORA57	11	11q12.2
UQCC3	790955	790955	UQCC3	11	11q12.3
UBXN1	51035	51035	UBXN1	11	11q12.3
LRRN4CL	221091	221091	LRRN4CL	11	11q12.3
BSCL2	26580	26580	BSCL2	11	11q13
HNRNPUL2	221092	221092	HNRNPUL2	11	11q12.3
TTC9C	283237	283237	TTC9C	11	11q12.3
ZBTB3	79842	79842	ZBTB3	11	11q12.3
POLR2G	5436	5436	POLR2G	11	11q13.1
TAF6L	10629	10629	TAF6L	11	11q12.3
TMEM179B	374395	374395	TMEM179B	11	11q12.3
TMEM223	79064	79064	TMEM223	11	11q12.3
NXF1	10482	10482	NXF1	11	11q12-q13
STX5	6811	6811	STX5	11	11q12.3
WDR74	54663	54663	WDR74	11	11q12.3
SNHG1	23642	23642	SNHG1	11	11q12.3
SLC3A2	6520	6520	SLC3A2	11	11q13
RARRES3	5920	5920	RARRES3	11	11q23
HRASLS2	54979	54979	HRASLS2	11	11q12.3
PLA2G16	11145	11145	PLA2G16	11	11q12.3
ATL3	25923	25923	ATL3	11	11q13.1
RTN3	10313	10313	RTN3	11	11q13
C11orf95	65998	65998	C11orf95	11	11q13
C11orf84	144097	144097	C11orf84	11	11q13.1
MARK2	2011	2011	MARK2	11	11q13.1
NAA40	79829	79829	NAA40	11	11q13.1
COX8A	1351	1351	COX8A	11	11q13.1
OTUB1	55611	55611	OTUB1	11	11q13.1
MACROD1	28992	28992	MACROD1	11	11q11
STIP1	10963	10963	STIP1	11	11q13
FERMT3	83706	83706	FERMT3	11	11q13.1
TRPT1	83707	83707	TRPT1	11	11q13.1
NUDT22	84304	84304	NUDT22	11	11q13.1
DNAJC4	3338	3338	DNAJC4	11	11q13
VEGFB	7423	7423	VEGFB	11	11q13
FKBP2	2286	2286	FKBP2	11	11q13.1
PPP1R14B	26472	26472	PPP1R14B	11	11q13
PLCB3	5331	5331	PLCB3	11	11q13
BAD	572	572	BAD	11	11q13.1
GPR137	56834	56834	GPR137	11	11cen-q22.3
ESRRA	2101	2101	ESRRA	11	11q13
TRMT112	51504	51504	TRMT112	11	11q13.1
PRDX5	25824	25824	PRDX5	11	11q13
CCDC88B	283234	283234	CCDC88B	11	11q12.3
RPS6KA4	8986	8986	RPS6KA4	11	11q11-q13
RASGRP2	10235	10235	RASGRP2	11	11q13
SF1	7536	7536	SF1	11	11q13
MAP4K2	5871	5871	MAP4K2	11	11q13
MEN1	4221	4221	MEN1	11	11q13
CDC42BPG	55561	55561	CDC42BPG	11	11q13.1
EHD1	10938	10938	EHD1	11	11q13
MIR192	406967	406967	MIR192	11	11q13.1
MIR194-2	406970	406970	MIR194-2	11	11q13.1
ATG2A	23130	23130	ATG2A	11	11q13.1
PPP2R5B	5526	5526	PPP2R5B	11	11q12
BATF2	116071	116071	BATF2	11	11q13.1
ARL2-SNX15	100528018	100528018	ARL2-SNX15	11	11q
ARL2	402	402	ARL2	11	11q13
SAC3D1	29901	29901	SAC3D1	11	11q13.1
NAALADL1	10004	10004	NAALADL1	11	11q12
CDCA5	113130	113130	CDCA5	11	11q12.1
ZFPL1	7542	7542	ZFPL1	11	11q13
TM7SF2	7108	7108	TM7SF2	11	11q13
ZNHIT2	741	741	ZNHIT2	11	11q13
FAU	2197	2197	FAU	11	11q13
MRPL49	740	740	MRPL49	11	11q13
SYVN1	84447	84447	SYVN1	11	11q13
CAPN1	823	823	CAPN1	11	11q13
POLA2	23649	23649	POLA2	11	11q13.1
CDC42EP2	10435	10435	CDC42EP2	11	11q13
DPF2	5977	5977	DPF2	11	11q13
SLC25A45	283130	283130	SLC25A45	11	11q13.1
FRMD8	83786	83786	FRMD8	11	11q13
NEAT1	283131	283131	NEAT1	11	11q13.1
MALAT1	378938	378938	MALAT1	11	11q13.1
SCYL1	57410	57410	SCYL1	11	11q13
LTBP3	4054	4054	LTBP3	11	11q13.1
SSSCA1	10534	10534	SSSCA1	11	11q13.1
FAM89B	23625	23625	FAM89B	11	11q13
EHBP1L1	254102	254102	EHBP1L1	11	11q13.1
MAP3K11	4296	4296	MAP3K11	11	11q13.1-q13.3
PCNX3	399909	399909	PCNX3	11	11q13.1
SIPA1	6494	6494	SIPA1	11	11q13
RELA	5970	5970	RELA	11	11q13
KAT5	10524	10524	KAT5	11	11q13
RNASEH2C	84153	84153	RNASEH2C	11	11q13.1
AP5B1	91056	91056	AP5B1	11	11q13.1
OVOL1	5017	5017	OVOL1	11	11q13
CFL1	1072	1072	CFL1	11	11q13
MUS81	80198	80198	MUS81	11	11q13
EFEMP2	30008	30008	EFEMP2	11	11q13.1
CTSW	1521	1521	CTSW	11	11q13.1
FIBP	9158	9158	FIBP	11	11q13.1
CCDC85B	11007	11007	CCDC85B	11	11q12.1
C11orf68	83638	83638	C11orf68	11	11q13.1
DRAP1	10589	10589	DRAP1	11	11q13.3
SART1	9092	9092	SART1	11	11q13.1
EIF1AD	84285	84285	EIF1AD	11	11q13.1
BANF1	8815	8815	BANF1	11	11q13.1
SF3B2	10992	10992	SF3B2	11	11q13.1
PACS1	55690	55690	PACS1	11	11q13.1-q13.2
